customerID;gender;SeniorCitizen;Partner;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;num_orders;avg_order_value;cancel_rating;avg_rating;voucher_usage_rate;loyalty_tier;age;city_zone;inactive_days;Churn_food
3005-TYFRD;Female;0;1;1;1;Fiber optic;0;1;1;Month-to-month;1;Credit card (automatic);10365;567665;240;89466;0,19;3,7;0,67;Bronze;53;Urban;0;0
8670-MEFCP;Female;0;1;1;1;DSL;1;1;1;Two year;1;Credit card (automatic);929;337925;74;137324;0,16;4,1;0,61;Silver;49;Urban;21;0
3079-BCHLN;Male;0;1;1;0;0;No internet service;No internet service;No internet service;One year;0;Bank transfer (automatic);199;94295;231;182208;0,24;3,6;0,65;Silver;22;Rural;41;1
7777-UNYHB;Female;0;1;1;0;0;No internet service;No internet service;No internet service;Month-to-month;1;Credit card (automatic);201;2324;39;226539;0,19;3,6;0,22;Gold;37;Urban;7;0
5597-GLBUC;Female;0;0;1;0;Fiber optic;0;0;1;Month-to-month;1;Electronic check;8545;8545;4;155955;0;4,7;0,23;Bronze;21;Suburban;12;1
7278-CKDNC;Male;1;0;1;1;Fiber optic;0;1;0;Month-to-month;1;Electronic check;805;208845;101;227748;0,23;3,3;0,43;Gold;39;Suburban;13;1
2748-MYRVK;Female;0;0;1;1;Fiber optic;0;1;0;One year;0;Bank transfer (automatic);999;61370;212;174791;0,22;4;0,01;Gold;50;Suburban;41;1
8450-UYIBU;Female;1;0;0;No phone service;DSL;0;0;1;Month-to-month;1;Electronic check;3985;14346;88;242586;0,15;4,9;0,07;Silver;48;Suburban;0;0
2969-VAPYH;Female;0;0;1;0;DSL;1;1;0;One year;0;Credit card (automatic);605;38700;159;188718;0,27;4,3;0,09;Platinum;46;Suburban;31;1
4822-YCXMX;Male;0;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;848;204345;133;102650;0,27;4,4;0,57;Gold;22;Suburban;37;1
7181-OQCUT;Male;0;0;1;1;Fiber optic;1;0;1;Month-to-month;0;Mailed check;10385;22150;119;168290;0,16;3,9;0,04;Bronze;27;Rural;11;0
8474-UMLNT;Female;0;0;1;0;DSL;1;1;0;Month-to-month;0;Bank transfer (automatic);678;84225;59;157701;0,18;3;0,29;Gold;28;Urban;51;1
9821-POOTN;Male;0;1;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;752;25762;84;90683;0,03;4,3;0,32;Platinum;54;Urban;46;1
3836-FZSDJ;Male;1;1;1;1;0;No internet service;No internet service;No internet service;Two year;0;Bank transfer (automatic);2485;19010;256;160978;0,09;4,3;0,21;Bronze;39;Urban;44;0
9142-XMYJH;Female;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Credit card (automatic);1935;6016;142;84860;0,01;3,2;0,41;Platinum;41;Suburban;46;1
6559-ILWKJ;Male;0;1;0;No phone service;DSL;0;1;0;Two year;0;Electronic check;4935;351525;363;214801;0,05;3,9;0,02;Bronze;38;Urban;56;1
0187-QSXOE;Male;1;1;1;0;Fiber optic;0;0;0;Month-to-month;1;Electronic check;890;60545;17;111351;0,27;4,8;0,07;Silver;53;Rural;59;1
7733-UDMTP;Female;1;0;0;No phone service;DSL;0;1;1;Month-to-month;1;Electronic check;550;309405;114;142744;0,22;3,4;0,12;Gold;33;Urban;15;1
2649-HWLYB;Male;0;1;1;1;DSL;1;0;1;Two year;0;Bank transfer (automatic);7615;492955;315;235418;0,03;3,9;0,95;Gold;19;Urban;23;0
5214-CHIWJ;Male;0;0;1;0;0;No internet service;No internet service;No internet service;One year;0;Mailed check;203;59505;92;200198;0,29;3,9;0,09;Gold;32;Urban;43;1
4229-CZMLL;Male;0;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;749;4698;18;154155;0,22;4,6;0,94;Silver;43;Suburban;19;1
6904-JLBGY;Female;1;0;1;1;Fiber optic;1;1;1;Two year;1;Credit card (automatic);11735;843625;147;201449;0,26;4,6;0,83;Silver;47;Suburban;42;1
2465-BLLEU;Male;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;1;Mailed check;1975;1975;4;156700;0,01;4,5;0,68;Silver;19;Urban;43;1
1685-VAYJF;Male;0;0;1;0;DSL;0;0;0;Month-to-month;0;Credit card (automatic);452;4920;59;86955;0,15;3,7;0,91;Silver;46;Suburban;31;0
8874-EJNSR;Male;0;1;1;1;0;No internet service;No internet service;No internet service;Two year;0;Mailed check;252;98795;227;101662;0,21;3,1;0,14;Silver;23;Urban;26;1
6917-YACBP;Female;1;0;1;1;Fiber optic;1;1;1;Month-to-month;1;Electronic check;8975;54969;251;86408;0,16;3,7;0,18;Gold;18;Urban;33;0
5049-MUBWG;Male;0;0;1;0;DSL;1;0;0;One year;0;Bank transfer (automatic);750;190835;105;81225;0,02;4,4;0,25;Bronze;28;Urban;21;0
4223-WOZCM;Male;1;0;1;0;DSL;0;0;1;Month-to-month;0;Mailed check;4995;1071;4;223268;0,25;4,4;0,24;Silver;40;Suburban;2;1
0769-MURVM;Female;0;1;0;No phone service;DSL;1;1;1;Two year;0;Bank transfer (automatic);657;457535;302;226444;0,11;4,9;0,31;Bronze;43;Suburban;16;0
9253-VIFJQ;Male;0;1;1;1;DSL;1;1;1;One year;0;Credit card (automatic);6705;430955;228;97279;0,25;3,9;0,58;Silver;48;Urban;13;1
7030-FZTFM;Male;0;1;1;1;Fiber optic;0;1;1;Two year;0;Credit card (automatic);1109;792275;318;190401;0,05;4,3;0,03;Bronze;32;Urban;26;0
9741-YLNTD;Male;0;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Bank transfer (automatic);8795;52235;21;172404;0,08;4,1;0,38;Silver;26;Suburban;38;0
5917-RYRMG;Male;1;0;1;0;0;No internet service;No internet service;No internet service;One year;0;Credit card (automatic);198;5877;94;249259;0,01;3,3;0,25;Bronze;51;Urban;19;1
5120-ZBLAI;Female;0;1;1;1;DSL;0;0;1;One year;0;Bank transfer (automatic);757;38762;118;128481;0,11;3,9;0,61;Bronze;34;Urban;45;0
1194-BHJYC;Male;0;1;0;No phone service;DSL;1;0;1;Two year;1;Mailed check;6215;377885;198;239547;0,11;4,1;0,99;Silver;52;Urban;30;0
3663-MITLP;Female;0;0;1;0;Fiber optic;0;1;1;Month-to-month;1;Electronic check;10125;145725;35;124552;0,24;4,9;0,52;Silver;53;Urban;40;1
0906-QVPMS;Male;0;1;1;1;Fiber optic;1;1;1;Two year;0;Bank transfer (automatic);11515;834945;194;217930;0,02;3,7;0,43;Silver;20;Suburban;30;0
9025-ZRPVR;Male;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;1;Mailed check;1895;1856;53;154474;0,13;5;0,37;Bronze;28;Urban;28;0
1905-OEILC;Female;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;195;195;3;105168;0,02;4,1;0,78;Platinum;45;Rural;41;1
7858-GTZSP;Female;0;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;8655;10669;49;112099;0,02;3,5;0,07;Bronze;45;Suburban;57;1
3285-UCQVC;Female;0;0;0;No phone service;DSL;0;0;0;Month-to-month;0;Credit card (automatic);286;97355;203;141455;0,05;3,4;0,96;Gold;36;Suburban;42;1
6248-BSHKG;Male;0;1;1;0;0;No internet service;No internet service;No internet service;One year;0;Mailed check;204;122645;364;134240;0,19;3,3;0,42;Gold;19;Urban;31;1
4685-TFLLS;Male;0;1;1;0;0;No internet service;No internet service;No internet service;One year;0;Bank transfer (automatic);198;3423;77;154796;0,19;3,9;0,31;Bronze;49;Urban;29;0
3470-BTGQO;Male;0;0;1;0;DSL;0;0;0;Month-to-month;0;Mailed check;4565;98505;110;134592;0,23;3;0,97;Silver;28;Suburban;42;1
1209-VFFOC;Male;0;1;0;No phone service;DSL;1;1;1;Two year;1;Mailed check;564;394845;224;202181;0,12;3,9;0,94;Platinum;33;Suburban;26;0
8224-DWCKX;Male;1;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Credit card (automatic);733;82805;38;181611;0,22;5;0,64;Silver;28;Urban;18;1
5482-PLVPE;Female;1;0;0;No phone service;DSL;0;0;0;Month-to-month;0;Electronic check;2435;4185;7;138046;0,21;4,3;0,02;Bronze;20;Urban;27;1
4553-DVPZG;Female;0;1;1;1;Fiber optic;0;0;1;Month-to-month;1;Electronic check;10135;61647;290;96488;0,29;4,5;0,75;Silver;46;Urban;44;1
4902-OHLSK;Female;1;0;1;1;Fiber optic;0;0;0;Month-to-month;0;Electronic check;9865;286275;137;198521;0,06;3,2;0,34;Silver;22;Suburban;9;1
6917-IAYHD;Male;0;0;0;No phone service;DSL;0;1;0;Month-to-month;0;Mailed check;336;336;3;211467;0,17;3,9;0,39;Gold;45;Suburban;15;1
0495-ZBNGW;Male;1;1;1;1;Fiber optic;0;0;1;Month-to-month;1;Bank transfer (automatic);799;34395;12;221917;0,18;3,6;0,16;Platinum;48;Suburban;30;0
8620-RJPZN;Female;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Electronic check;207;207;4;247131;0,03;4,8;0,52;Bronze;30;Rural;9;1
7572-KPVKK;Male;0;0;1;1;Fiber optic;0;0;1;Two year;1;Electronic check;10405;65905;155;98394;0,06;3,4;0,74;Bronze;42;Suburban;9;1
2642-MAWLJ;Female;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;0;Bank transfer (automatic);2025;71795;155;173993;0,16;3,9;0,27;Bronze;23;Urban;27;0
2357-COQEK;Female;1;0;1;1;Fiber optic;0;0;1;Month-to-month;1;Electronic check;1033;289065;133;139332;0,01;4,2;0,94;Platinum;20;Suburban;11;0
7103-ZGVNT;Female;0;1;1;1;DSL;1;1;0;One year;0;Credit card (automatic);737;488585;331;248377;0,16;4;0,19;Silver;39;Suburban;32;0
3737-GCSPV;Female;0;1;1;1;Fiber optic;1;0;0;Month-to-month;1;Credit card (automatic);962;122205;55;122628;0,07;4,7;0,07;Gold;49;Urban;27;0
2027-WKXMW;Female;0;1;1;1;Fiber optic;0;1;1;Month-to-month;1;Electronic check;10875;68717;345;101352;0,01;3,5;0,64;Silver;47;Urban;17;0
7137-NAXML;Male;0;0;1;0;0;No internet service;No internet service;No internet service;One year;0;Bank transfer (automatic);2015;4056;91;162971;0,17;3,8;0,85;Gold;24;Suburban;51;1
2428-ZMCTB;Male;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Credit card (automatic);1975;20825;49;131993;0,01;4,6;0,95;Bronze;42;Suburban;27;0
2961-VNFKL;Female;0;1;1;1;0;No internet service;No internet service;No internet service;Two year;1;Credit card (automatic);2595;18019;317;183027;0,05;4,1;0,77;Platinum;19;Suburban;27;0
1768-HNVGJ;Female;1;0;1;1;DSL;1;0;0;Month-to-month;1;Electronic check;7005;306245;123;200212;0,01;3,8;0,02;Silver;25;Suburban;42;0
6963-KQYQB;Female;0;1;1;1;0;No internet service;No internet service;No internet service;Two year;0;Mailed check;2405;176475;147;88539;0,01;3,1;0,98;Gold;50;Urban;38;1
5934-RMPOV;Female;0;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;8475;181675;69;212335;0,29;4,5;0,92;Bronze;45;Suburban;13;1
1207-BLKSA;Female;0;1;1;1;0;No internet service;No internet service;No internet service;Two year;0;Mailed check;2305;12551;196;224377;0,17;4,9;0,16;Silver;27;Urban;7;0
4088-YLDSU;Male;0;1;1;1;Fiber optic;0;0;1;One year;1;Electronic check;10415;574305;245;133817;0,24;4,2;0,56;Silver;35;Urban;29;1
8316-BBQAY;Female;0;0;0;No phone service;DSL;1;0;1;Two year;0;Credit card (automatic);5995;39211;350;235470;0,13;4,7;0,56;Bronze;30;Urban;35;0
1166-PQLGG;Female;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;0;Bank transfer (automatic);1955;146345;200;129107;0,27;4;0,44;Silver;38;Urban;2;1
3146-JTQHR;Male;0;1;1;0;0;No internet service;No internet service;No internet service;One year;0;Bank transfer (automatic);196;18945;25;243224;0,14;3,5;0,98;Silver;50;Urban;9;0
4291-YZODP;Female;0;0;1;0;0;No internet service;No internet service;No internet service;One year;0;Mailed check;2005;968;40;241696;0,17;3;0,06;Bronze;40;Suburban;8;1
4395-PZMSN;Male;1;0;1;0;Fiber optic;0;1;0;Month-to-month;1;Electronic check;8555;4085;12;209240;0,15;4,3;0,63;Bronze;18;Urban;46;1
6427-FEFIG;Female;0;1;1;1;DSL;1;0;1;Two year;0;Credit card (automatic);786;184665;93;179655;0,22;4;0,21;Silver;38;Urban;39;1
0017-IUDMW;Female;0;1;1;1;Fiber optic;1;1;1;Two year;1;Credit card (automatic);1168;845675;312;136132;0,17;4,6;0,53;Bronze;22;Urban;12;0
8706-HRADD;Male;0;0;0;No phone service;DSL;1;0;0;Month-to-month;1;Mailed check;4355;10115;87;205701;0,08;4,4;0,78;Silver;52;Suburban;21;0
9955-QOPOY;Male;0;1;0;No phone service;DSL;0;1;1;One year;1;Credit card (automatic);608;42634;161;185494;0,04;5;0,25;Silver;35;Urban;56;1
4385-ZKVNW;Male;0;1;1;0;DSL;0;1;0;Month-to-month;1;Bank transfer (automatic);549;25491;98;132979;0,18;4;0,39;Bronze;53;Urban;23;0
5446-DKWYW;Female;1;1;1;1;DSL;0;0;1;One year;1;Electronic check;652;396505;147;138013;0,15;3,9;0,95;Bronze;46;Urban;6;0
2034-CGRHZ;Male;1;0;1;1;Fiber optic;0;1;1;Month-to-month;1;Credit card (automatic);10295;24967;104;143797;0,03;3,6;0,76;Gold;43;Urban;12;0
5797-APWZC;Female;0;0;1;0;Fiber optic;0;0;0;Month-to-month;0;Electronic check;906;906;4;131798;0,12;4;0,57;Bronze;53;Urban;5;1
3683-QKIUE;Female;0;0;1;0;DSL;0;0;0;Month-to-month;1;Bank transfer (automatic);508;28805;17;227722;0,15;4,7;0,22;Silver;35;Suburban;9;0
4228-ZGYUW;Male;0;0;1;1;Fiber optic;0;1;0;Month-to-month;1;Electronic check;9005;3681;18;237086;0,25;3,1;0,43;Silver;46;Urban;50;1
9031-ZVQPT;Male;0;1;1;1;Fiber optic;0;1;1;Two year;1;Electronic check;1082;78406;380;156421;0,02;5;0,77;Platinum;48;Urban;59;1
2990-IAJSV;Male;0;0;1;1;DSL;1;1;1;Two year;0;Bank transfer (automatic);920;663275;155;87434;0,01;5;0,82;Bronze;30;Urban;10;0
8107-KNCIM;Male;1;1;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;751;101335;55;110028;0,25;4,2;0,24;Gold;47;Suburban;28;1
9027-YFHQJ;Male;0;0;1;1;0;No internet service;No internet service;No internet service;Month-to-month;1;Bank transfer (automatic);2505;15295;33;146558;0,19;3,7;0,66;Silver;24;Urban;15;0
5176-LDKUH;Female;0;0;1;0;Fiber optic;0;1;0;One year;0;Electronic check;7515;377265;144;104331;0,09;3,4;0,01;Bronze;23;Rural;53;1
4644-OBGFZ;Male;0;1;1;0;0;No internet service;No internet service;No internet service;One year;0;Mailed check;195;102635;177;147573;0,25;3,6;0,02;Bronze;19;Suburban;19;1
7926-IJOOU;Male;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Credit card (automatic);193;193;4;209473;0,15;3,1;0,55;Silver;25;Urban;20;1
6480-YAGIY;Male;0;0;1;0;Fiber optic;1;1;1;One year;0;Credit card (automatic);1122;503185;251;162979;0,15;4;0,22;Bronze;27;Suburban;54;1
4029-HPFVY;Male;0;0;1;0;Fiber optic;0;0;0;Month-to-month;1;Mailed check;703;2204;15;84123;0,29;3,1;0,08;Bronze;39;Urban;28;1
7602-DBTOU;Female;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;0;Mailed check;196;14165;307;96603;0,28;4,4;0,73;Platinum;27;Urban;13;1
5345-BMKWB;Male;0;1;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;2025;15835;39;145941;0,11;3,7;0,05;Bronze;52;Urban;54;1
3519-ZKXGG;Female;0;1;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;7585;2566;10;122597;0,04;3,4;0,08;Silver;36;Suburban;59;1
5457-COLHT;Male;0;1;1;0;DSL;1;1;0;Two year;0;Bank transfer (automatic);8065;554255;314;164238;0,01;4,1;0,66;Gold;21;Urban;40;0
6416-TVAIH;Male;0;1;1;0;Fiber optic;0;0;0;Month-to-month;1;Electronic check;685;685;3;121751;0,01;4,9;0,73;Gold;36;Suburban;15;1
5451-YHYPW;Female;1;1;1;1;Fiber optic;1;1;1;Two year;1;Credit card (automatic);11575;84437;198;206462;0,01;4,4;0,31;Bronze;37;Suburban;8;0
5108-ADXWO;Male;0;0;1;0;Fiber optic;1;0;0;Month-to-month;1;Electronic check;735;79175;52;166978;0,12;4;0,26;Gold;21;Urban;5;0
7998-WNZEM;Male;0;0;1;1;DSL;1;1;1;Two year;0;Bank transfer (automatic);806;57082;300;97693;0,28;4,6;0,06;Silver;43;Rural;37;1
3066-RRJIO;Female;0;0;1;0;Fiber optic;0;0;0;Month-to-month;1;Mailed check;6995;6995;3;248769;0,26;4,5;0,02;Bronze;20;Urban;28;1
4664-NJCMS;Female;0;1;0;No phone service;DSL;1;0;1;Two year;0;Bank transfer (automatic);5955;20163;186;174524;0,15;4,8;0,82;Bronze;47;Rural;17;0
0307-BCOPK;Female;0;0;1;0;0;No internet service;No internet service;No internet service;One year;0;Mailed check;1905;32665;33;177869;0,17;3,4;0,52;Bronze;53;Suburban;23;1
7629-WFGLW;Female;1;1;1;1;Fiber optic;1;1;1;One year;0;Electronic check;9565;547175;182;241064;0;4,7;0,23;Bronze;23;Suburban;50;1
2542-HYGIQ;Female;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Credit card (automatic);1995;1995;2;143825;0,06;3,6;0,63;Bronze;44;Suburban;16;1
6715-OFDBP;Male;0;0;1;0;DSL;0;0;1;Month-to-month;1;Electronic check;7005;3464;25;220594;0,01;4,9;0,95;Bronze;33;Suburban;35;0
5016-LIPDW;Male;0;1;1;0;0;No internet service;No internet service;No internet service;One year;0;Mailed check;194;10616;274;210475;0,23;3,6;0,08;Silver;33;Urban;20;1
6481-LXPWL;Male;0;1;0;No phone service;DSL;0;1;1;One year;1;Credit card (automatic);361;19715;186;125406;0,04;4,9;0,11;Gold;53;Suburban;18;0
1567-DSCIC;Male;0;0;1;1;Fiber optic;0;1;1;Month-to-month;1;Electronic check;940;77365;37;223193;0,26;4,9;0,84;Silver;51;Urban;22;1
2150-UWTFY;Female;0;1;1;0;DSL;1;1;1;Month-to-month;0;Mailed check;6115;142205;78;203371;0,19;3,3;0,11;Silver;41;Urban;26;1
6124-ACRHJ;Female;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;1975;1975;5;225291;0,07;4,9;0,04;Gold;23;Rural;52;1
9362-MWODR;Female;0;0;1;0;DSL;1;0;0;Month-to-month;1;Credit card (automatic);641;246035;152;81617;0,05;3,2;0,35;Gold;37;Urban;10;1
9975-GPKZU;Male;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);1975;8565;167;123016;0,19;3,4;0,47;Gold;26;Urban;25;1
9625-RZFUK;Male;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;0;Mailed check;197;127585;361;104276;0,27;3,9;0,57;Bronze;38;Urban;52;1
5153-LXKDT;Male;0;1;1;1;Fiber optic;1;1;1;Two year;1;Electronic check;1102;74675;204;152240;0,22;5;0,51;Bronze;28;Urban;53;1
5161-UBZXI;Male;0;1;1;0;Fiber optic;1;1;0;Two year;1;Credit card (automatic);10635;726175;171;186292;0,01;4;0,91;Silver;47;Urban;10;0
1020-JPQOW;Female;0;1;1;1;Fiber optic;0;1;1;Month-to-month;0;Electronic check;9055;51166;242;97959;0,18;4,1;0,77;Bronze;18;Urban;42;0
7919-ZODZZ;Female;0;1;1;0;DSL;0;1;1;One year;1;Mailed check;659;66005;58;108522;0,09;4,4;0,98;Bronze;44;Suburban;21;0
0565-JUPYD;Male;0;0;1;1;Fiber optic;1;1;1;One year;0;Credit card (automatic);1045;65908;221;221025;0,03;4,9;0,48;Bronze;23;Urban;56;1
6867-ACCZI;Female;0;1;0;No phone service;DSL;1;1;1;Two year;1;Mailed check;525;120815;53;106567;0,22;4,6;0,08;Platinum;24;Urban;18;1
5939-XAIXZ;Female;0;0;1;1;DSL;0;0;1;Month-to-month;1;Mailed check;561;10339;63;142708;0,18;3,4;0,96;Bronze;39;Rural;7;1
9054-FOWNV;Male;0;1;1;1;Fiber optic;0;0;1;Month-to-month;1;Electronic check;8875;188515;88;206206;0,13;3,6;0;Silver;51;Rural;58;1
2683-BPJSO;Male;0;1;1;1;Fiber optic;1;1;0;Month-to-month;1;Electronic check;8445;24671;76;102560;0,19;3,2;0,78;Bronze;37;Suburban;22;1
2157-MXBJS;Male;0;1;1;1;DSL;0;0;1;One year;1;Mailed check;753;98945;60;138390;0,01;4,3;0,03;Gold;32;Urban;47;1
8207-VVMYB;Female;0;1;1;1;0;No internet service;No internet service;No internet service;Two year;1;Bank transfer (automatic);260;200695;419;205772;0,01;3,4;0,76;Silver;26;Urban;56;1
9732-EQMWY;Female;0;1;1;0;Fiber optic;0;1;1;Month-to-month;0;Electronic check;994;50250;186;247732;0,12;3,5;0,94;Bronze;35;Suburban;52;1
9360-AHGNL;Female;1;1;1;1;Fiber optic;1;0;1;One year;1;Mailed check;10955;483025;147;125104;0,28;4,8;0,39;Platinum;53;Urban;22;1
1087-UDSIH;Female;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;1;Mailed check;196;5975;10;137805;0,19;3,7;0,24;Gold;47;Rural;39;0
5269-NRGDP;Male;0;1;1;0;DSL;0;0;1;One year;0;Electronic check;7315;308825;103;104496;0,03;4,1;0,23;Gold;28;Urban;8;0
6195-MELTI;Male;0;0;1;0;DSL;0;1;0;One year;1;Mailed check;5465;31347;315;171257;0,27;3,8;0,49;Platinum;50;Suburban;23;1
5485-WUYWF;Male;1;0;1;0;DSL;1;0;1;Month-to-month;0;Bank transfer (automatic);664;9455;7;83515;0,08;3,1;0,17;Silver;23;Urban;11;1
2121-JAFOM;Female;0;1;1;1;Fiber optic;1;1;1;Two year;1;Credit card (automatic);11555;83124;255;84454;0,07;3,7;0,67;Gold;39;Urban;11;0
8818-DOPVL;Female;1;0;1;1;Fiber optic;0;1;1;Month-to-month;1;Electronic check;10445;486385;213;102873;0,09;3,8;0,37;Bronze;36;Suburban;31;0
2632-UCGVD;Male;1;1;1;1;Fiber optic;0;0;0;Month-to-month;1;Credit card (automatic);10005;68719;248;153920;0,17;4,8;0,32;Silver;39;Suburban;1;0
5445-PZWGX;Male;0;0;1;1;Fiber optic;1;1;0;One year;0;Electronic check;1020;652925;284;93727;0,16;3,6;0,46;Bronze;48;Suburban;58;1
1227-UDMZR;Female;0;1;1;1;DSL;1;1;1;Two year;1;Bank transfer (automatic);9115;66379;161;208376;0,15;3,8;0,54;Bronze;42;Urban;5;0
5198-HQAEN;Male;0;1;1;0;Fiber optic;0;1;0;One year;1;Electronic check;897;31656;183;149070;0,22;4,6;0,14;Silver;47;Suburban;3;1
9170-CCKOU;Male;0;1;1;1;Fiber optic;1;1;1;Month-to-month;0;Credit card (automatic);902;145415;97;179059;0,09;4,5;0,71;Bronze;21;Urban;12;0
2167-FQSTQ;Female;0;1;1;1;DSL;1;1;1;Two year;1;Electronic check;924;67861;330;204564;0,23;4,6;0,88;Silver;43;Urban;35;1
2819-GWENI;Female;0;1;1;0;0;No internet service;No internet service;No internet service;One year;0;Mailed check;199;5430;162;197213;0,05;4,9;0,28;Silver;24;Urban;40;0
1043-YCUTE;Male;0;1;1;1;0;No internet service;No internet service;No internet service;Two year;1;Credit card (automatic);2515;132715;145;105465;0,23;4,6;0,18;Silver;29;Suburban;38;1
3814-MLAXC;Female;0;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Credit card (automatic);7985;240415;121;139799;0,02;3,8;0,76;Bronze;18;Urban;37;0
3572-UUHRS;Male;0;0;1;0;0;No internet service;No internet service;No internet service;One year;0;Bank transfer (automatic);1885;8673;198;176129;0,02;4,6;0,18;Bronze;23;Suburban;17;0
2692-PFYTJ;Female;0;0;1;1;0;No internet service;No internet service;No internet service;Month-to-month;1;Mailed check;2575;2575;4;232402;0,14;4;0,04;Silver;18;Urban;14;1
1226-UDFZR;Female;0;0;1;0;DSL;0;1;0;Month-to-month;1;Mailed check;496;1147;7;219374;0,02;3,6;0,62;Silver;25;Urban;47;1
5955-EPOAZ;Female;0;0;1;0;0;No internet service;No internet service;No internet service;Month-to-month;1;Mailed check;2095;1095;20;187288;0,02;3,6;0,24;Bronze;50;Urban;32;0
6821-JPCDC;Female;0;1;1;0;Fiber optic;0;1;1;One year;1;Electronic check;9705;469295;120;92875;0,26;3,4;0,17;Silver;21;Urban;41;1
8815-LMFLX;Male;0;1;1;1;0;No internet service;No internet service;No internet service;Month-to-month;1;Bank transfer (automatic);254;54685;89;107219;0,02;3,3;0,98;Gold;23;Urban;29;1
9135-HSWOC;Male;0;1;1;0;0;No internet service;No internet service;No internet service;Two year;1;Bank transfer (automatic);197;127405;169;116182;0,04;3,4;0,29;Bronze;20;Urban;35;1
8582-KRHPJ;Male;0;0;0;No phone service;DSL;1;1;0;Month-to-month;1;Mailed check;350;17824;246;159781;0,17;3,1;0,09;Silver;32;Urban;24;1
5811-IWXYM;Female;0;1;1;1;Fiber optic;0;0;1;One year;0;Bank transfer (automatic);10125;53011;147;86457;0,22;4,8;0,18;Bronze;23;Urban;3;1
7044-YAACC;Male;1;1;1;0;Fiber optic;0;0;0;Month-to-month;1;Electronic check;702;28035;8;217821;0,02;4,9;0,82;Platinum;23;Urban;17;0
8189-XRIKE;Female;1;0;1;0;Fiber optic;0;0;0;Month-to-month;0;Electronic check;9095;289795;134;113064;0,28;4,2;0,05;Bronze;54;Urban;44;1
1506-YJTYT;Male;0;1;1;1;DSL;1;1;0;Two year;0;Credit card (automatic);7385;33710;197;220893;0,29;4,7;0,08;Bronze;44;Urban;55;1
4123-DVHPH;Male;0;1;1;1;Fiber optic;1;0;0;Month-to-month;1;Electronic check;8805;8013;49;195256;0,18;3,4;0,73;Gold;22;Urban;53;1
6425-YQLLO;Female;1;1;1;1;Fiber optic;0;0;1;One year;1;Credit card (automatic);10595;697525;284;178297;0,14;4,8;0,89;Bronze;34;Rural;32;0
5442-UTCVD;Male;0;0;1;1;Fiber optic;0;0;1;Month-to-month;0;Electronic check;9185;25705;10;218736;0,22;4;0,16;Silver;40;Urban;19;1
2228-BZDEE;Female;0;0;1;0;0;No internet service;No internet service;No internet service;Two year;0;Mailed check;201;107945;281;240353;0,01;3,1;0,73;Bronze;34;Urban;41;1
7734-DBOAI;Female;0;1;0;No phone service;DSL;0;0;0;Month-to-month;0;Electronic check;401;401;4;242893;0,15;3,3;0,45;Platinum;40;Urban;20;1
2789-CZANW;Female;0;1;1;1;Fiber optic;1;1;0;Two year;0;Bank transfer (automatic);1103;69973;148;235719;0,27;3,6;0,75;Gold;50;Urban;0;1
2091-RFFBA;Female;1;0;1;1;Fiber optic;0;0;0;Month-to-month;1;Electronic check;739;221715;132;149918;0,29;3,1;0,71;Silver;19;Urban;33;1
2114-MGINA;Female;0;0;1;0;Fiber optic;0;0;0;Month-to-month;1;Mailed check;898;11291;78;170179;0,28;3,6;0,03;Bronze;27;Urban;8;1
7596-LDUXP;Female;0;0;1;0;Fiber optic;1;0;0;One year;1;Credit card (automatic);8515;97905;43;154944;0,08;3,1;0,18;Bronze;36;Urban;0;1
