customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;num_orders;avg_order_value;cancel_rate;avg_rating;voucher_usage_rate;loyalty_tier;age;city_zone;inactive_days;Churn_food
2209-XADXF;Female;0;0;0;1;0;No phone service;DSL;0;0;0;0;0;0;Month-to-month;0;Bank transfer (automatic);2525;2525;0;5;84263;12;42;75;Gold;30;Urban;49;1
6620-JDYNW;Female;0;0;0;18;1;1;DSL;1;0;1;0;0;0;Month-to-month;1;Mailed check;606;115635;0;47;188585;14;46;49;Gold;35;Urban;45;0
1891-FZYSA;Male;1;1;0;69;1;1;Fiber optic;0;1;0;0;1;0;Month-to-month;1;Electronic check;8995;614315;1;223;147438;11;46;36;Bronze;21;Rural;11;0
4770-UEZOX;Male;0;0;0;2;1;0;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Electronic check;7475;1448;0;6;176359;1;37;47;Silver;31;Urban;11;0
1038-RQOST;Male;0;1;1;19;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;206;41495;0;104;241612;21;49;85;Gold;22;Suburban;10;1
7613-LLQFO;Male;0;0;0;12;1;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;8445;105955;1;56;210251;6;30;99;Bronze;50;Urban;27;1
4568-TTZRT;Male;0;0;0;9;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;204;1818;0;46;107690;21;45;63;Silver;43;Suburban;50;1
9513-DXHDA;Male;0;0;0;27;1;0;DSL;1;0;1;1;1;1;One year;0;Electronic check;817;221255;0;81;82994;28;49;79;Bronze;21;Urban;34;1
2640-PMGFL;Male;0;0;1;27;1;1;Fiber optic;0;0;0;1;0;0;Month-to-month;1;Electronic check;795;218055;1;121;183533;17;37;1;Bronze;47;Urban;33;0
3801-HMYNL;Male;0;1;1;1;1;0;Fiber optic;0;0;0;0;1;1;Month-to-month;0;Mailed check;8915;8915;1;4;147546;18;43;88;Platinum;34;Rural;21;1
0516-QREYC;Female;1;0;0;24;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;1;Mailed check;203;45995;0;127;218449;2;41;95;Platinum;45;Urban;38;0
9685-WKZGT;Male;1;0;0;14;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7495;103675;1;78;158572;26;45;58;Silver;23;Urban;52;1
6022-UGGSO;Female;1;0;0;32;1;0;Fiber optic;0;1;0;0;0;0;Month-to-month;1;Electronic check;744;227695;1;65;106467;9;47;75;Bronze;44;Suburban;22;0
8084-OIVBS;Female;0;0;0;11;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Mailed check;200;21195;0;51;211120;18;42;51;Gold;53;Suburban;11;0
8896-BQTTI;Male;0;0;0;1;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;1;Mailed check;250;250;0;2;248050;29;46;29;Bronze;24;Urban;18;1
3865-QBWSJ;Male;1;0;1;38;1;1;Fiber optic;1;0;0;0;0;0;Month-to-month;1;Mailed check;8045;316265;0;159;127606;18;36;85;Bronze;18;Suburban;30;0
3352-RICWQ;Female;0;1;1;9;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Mailed check;1975;21065;0;28;178112;22;35;6;Bronze;27;Suburban;58;1
2160-GPFXD;Male;0;1;1;54;1;1;DSL;1;1;0;1;0;0;Two year;1;Credit card (automatic);6565;35667;0;174;153414;13;39;58;Silver;30;Urban;52;1
2065-MMKGR;Female;0;0;0;29;1;1;DSL;0;0;0;0;1;1;One year;1;Credit card (automatic);710;20801;0;98;173145;2;44;66;Bronze;49;Urban;12;0
5857-TYBCJ;Male;1;1;0;44;1;1;Fiber optic;0;0;1;0;1;0;Month-to-month;1;Electronic check;892;40402;0;197;128115;24;34;86;Silver;31;Urban;18;1
1498-NHTLT;Male;0;1;1;59;1;0;DSL;1;1;1;1;1;1;Two year;1;Electronic check;8675;51860;0;196;169606;1;44;73;Bronze;50;Urban;35;0
4484-CGXFK;Female;0;0;0;3;1;0;DSL;0;0;0;0;0;1;Month-to-month;1;Electronic check;553;19615;1;14;120647;21;38;21;Gold;47;Urban;21;1
1402-PTHGN;Female;0;1;1;18;1;0;DSL;1;1;0;1;0;0;One year;1;Mailed check;615;108745;0;65;134607;1;46;47;Platinum;26;Urban;43;0
4176-RELJR;Male;1;0;0;67;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);251;167215;0;152;101996;26;31;98;Gold;23;Urban;29;1
6214-EDAKZ;Female;0;1;1;22;1;0;DSL;0;1;0;1;0;0;Month-to-month;0;Electronic check;5515;120605;1;112;163697;5;43;55;Silver;27;Urban;3;0
5199-FPUSP;Male;0;0;1;33;0;No phone service;DSL;1;0;0;1;0;0;One year;0;Credit card (automatic);3405;111395;0;103;126022;15;43;94;Bronze;28;Urban;12;0
6377-KSLXC;Male;0;0;0;5;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;1995;10705;0;18;120148;18;49;81;Gold;37;Urban;19;0
1796-JANOW;Female;0;0;0;2;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;1995;3815;0;9;147764;14;44;67;Platinum;42;Suburban;38;0
0238-WHBIQ;Male;0;1;1;72;1;1;DSL;1;1;1;1;1;1;Two year;0;Credit card (automatic);897;63393;0;239;171901;1;46;35;Bronze;29;Suburban;5;0
8735-NBLWT;Male;0;0;1;9;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;204;1841;0;20;170724;14;48;3;Silver;39;Urban;43;0
6651-RLGGM;Male;0;1;1;67;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Mailed check;263;16889;0;234;204766;9;44;64;Bronze;29;Urban;11;0
6127-ISGTU;Female;0;1;0;16;1;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;8495;137825;1;92;88888;13;36;43;Bronze;31;Suburban;15;0
1614-JBEBI;Female;0;0;0;8;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;1;Mailed check;207;1376;0;36;178941;11;47;8;Silver;53;Rural;44;0
8740-XLHDR;Male;0;0;0;5;0;No phone service;DSL;1;1;1;1;0;0;Month-to-month;1;Mailed check;4325;2190;1;23;235546;17;45;76;Platinum;31;Urban;16;0
1208-DNHLN;Male;0;1;1;23;1;1;DSL;0;0;0;0;0;0;One year;1;Credit card (automatic);4835;106715;1;104;97333;7;38;31;Bronze;19;Urban;7;0
1761-AEZZR;Male;0;0;0;1;1;0;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;7955;7955;1;2;116355;3;44;7;Silver;19;Urban;32;1
3923-CSIHK;Female;1;1;0;50;1;0;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7105;344485;1;183;209686;15;47;49;Platinum;23;Suburban;43;0
5696-EXCYS;Male;0;0;0;17;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);1945;36905;0;85;242217;6;50;32;Silver;42;Rural;56;1
5795-KTGUD;Female;0;1;0;68;1;1;Fiber optic;1;1;1;0;1;1;Two year;1;Bank transfer (automatic);1108;75536;0;163;183170;14;49;41;Gold;20;Suburban;51;1
7120-RFMVS;Male;0;0;0;1;1;1;Fiber optic;0;0;0;0;1;0;Month-to-month;0;Electronic check;845;845;1;3;155675;26;37;9;Bronze;40;Urban;38;1
7924-GJZFI;Female;1;1;0;25;1;0;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;693;18131;0;77;147664;1;38;36;Platinum;26;Suburban;52;1
4702-HDRKD;Male;0;0;0;67;0;No phone service;DSL;1;0;1;1;1;0;One year;1;Bank transfer (automatic);4935;332135;0;249;166153;2;32;29;Bronze;48;Urban;11;1
8512-WIWYV;Male;0;0;0;32;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Credit card (automatic);2035;7075;0;189;173616;16;35;35;Platinum;45;Suburban;25;0
5897-ZYEKH;Female;1;1;0;67;1;1;Fiber optic;1;1;0;0;1;1;One year;1;Electronic check;1056;711215;0;152;115285;5;48;21;Bronze;42;Urban;18;0
5456-ITGIC;Male;1;1;0;72;0;No phone service;DSL;1;1;1;1;1;1;Two year;1;Credit card (automatic);6445;46411;0;293;228605;25;37;54;Silver;52;Urban;12;1
7317-GGVPB;Male;0;1;0;71;1;1;Fiber optic;0;1;1;1;1;1;Two year;1;Credit card (automatic);1086;76909;1;192;243696;11;42;15;Bronze;18;Urban;55;1
1406-PUQVY;Male;0;0;1;1;1;0;DSL;0;1;0;0;0;0;Month-to-month;1;Electronic check;499;499;0;5;126996;9;43;82;Silver;19;Suburban;9;0
1322-AGOQM;Male;0;0;0;46;0;No phone service;DSL;0;1;0;0;0;0;Month-to-month;0;Bank transfer (automatic);303;13801;1;112;126947;25;46;23;Bronze;32;Suburban;33;1
3677-IYRBF;Female;1;0;0;2;0;No phone service;DSL;0;0;1;0;0;0;Month-to-month;1;Electronic check;304;7865;1;7;239028;19;34;6;Platinum;33;Urban;30;1
5692-FPTAH;Female;0;0;0;1;1;0;DSL;0;0;0;0;0;0;Month-to-month;1;Mailed check;454;454;1;4;131030;27;36;13;Bronze;40;Urban;26;1
9114-AAFQH;Female;0;1;0;48;1;0;DSL;0;1;1;0;0;1;One year;1;Electronic check;6565;309465;0;231;122443;19;39;98;Silver;52;Urban;57;1
8715-KKTFG;Female;0;1;0;61;1;1;Fiber optic;0;0;1;1;1;1;One year;1;Bank transfer (automatic);1033;651835;0;225;208344;22;37;45;Bronze;25;Urban;2;1
1550-LOAHA;Female;0;1;0;32;1;0;Fiber optic;0;1;0;0;0;1;Month-to-month;0;Bank transfer (automatic);8415;258595;1;108;145464;25;50;82;Gold;24;Urban;43;1
1728-BQDMA;Female;0;0;0;2;1;0;DSL;0;0;0;0;0;0;Month-to-month;0;Electronic check;4445;827;0;7;208019;2;47;77;Silver;38;Urban;4;0
0268-QKIWO;Female;0;0;0;3;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Electronic check;1975;5885;1;9;215024;23;40;71;Platinum;52;Urban;4;1
0876-WDUUZ;Female;0;0;0;5;1;0;Fiber optic;0;0;0;1;0;1;Month-to-month;1;Credit card (automatic);854;4259;1;14;200454;18;48;83;Silver;54;Suburban;36;0
5117-ZSMHQ;Female;0;1;1;71;1;1;DSL;1;1;1;1;1;1;Two year;0;Bank transfer (automatic);899;63427;0;279;204444;2;37;1;Bronze;50;Suburban;6;0
5151-HQRDG;Male;0;1;0;37;1;1;DSL;1;0;0;0;0;0;Month-to-month;1;Mailed check;5505;203075;0;113;192175;15;46;68;Bronze;54;Urban;39;0
0960-HUWBM;Male;0;1;1;65;1;1;Fiber optic;0;0;1;1;1;1;Two year;1;Bank transfer (automatic);1041;670005;0;204;122460;2;34;27;Gold;52;Urban;55;1
6465-GSRCL;Female;0;0;1;67;1;1;Fiber optic;0;1;0;1;1;1;One year;1;Bank transfer (automatic);1066;72447;0;310;233868;22;45;79;Silver;35;Urban;58;1
0617-FHSGK;Male;0;0;1;49;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;0;Credit card (automatic);752;36783;1;287;242818;16;39;96;Gold;36;Urban;50;1
0263-FJTQO;Male;0;1;1;50;1;1;DSL;1;0;0;1;1;0;Two year;1;Credit card (automatic);705;348665;0;220;80015;29;32;9;Bronze;27;Suburban;55;1
7319-ZNRTR;Male;0;1;1;25;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Electronic check;196;41115;0;57;129757;5;35;11;Silver;21;Suburban;47;1
2858-MOFSQ;Female;0;0;1;17;1;1;DSL;0;0;1;0;0;0;One year;1;Mailed check;5585;9375;1;39;237029;18;38;37;Platinum;47;Urban;41;0
7503-EPSZW;Female;0;1;1;64;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;1;Mailed check;2405;155915;0;371;161541;6;45;36;Bronze;50;Suburban;12;0
7089-XXAYG;Male;0;1;0;25;0;No phone service;DSL;0;0;1;0;1;0;One year;1;Credit card (automatic);381;9704;0;79;101292;18;31;12;Bronze;21;Suburban;33;1
8118-LSUEL;Male;1;0;0;23;1;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Electronic check;1064;24835;1;54;202694;22;43;1;Gold;26;Urban;35;1
8070-AAWZP;Male;1;1;0;24;0;No phone service;DSL;0;0;1;1;0;0;Month-to-month;0;Mailed check;3425;8282;0;105;242948;22;44;38;Bronze;34;Suburban;33;1
1666-JXLKU;Female;0;0;0;37;1;1;Fiber optic;0;0;1;0;1;1;Month-to-month;1;Electronic check;10005;381055;0;166;127046;24;43;99;Silver;41;Urban;52;1
7855-DIWPO;Female;0;0;0;21;1;0;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;6865;14932;0;96;94817;26;45;57;Silver;30;Urban;2;1
5133-POWUA;Male;0;0;0;1;1;0;DSL;0;0;0;0;0;0;Month-to-month;1;Mailed check;458;458;0;3;89759;2;34;62;Platinum;43;Suburban;9;1
5652-MSDEY;Female;0;0;0;10;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Mailed check;7575;7773;0;20;86412;1;42;47;Gold;36;Rural;57;1
7005-CCBKV;Male;0;0;0;6;1;0;Fiber optic;0;1;0;0;0;1;Month-to-month;1;Electronic check;844;55635;1;35;100504;21;49;66;Silver;34;Urban;42;1
1810-BOHSY;Male;0;1;0;51;1;1;Fiber optic;1;1;0;0;0;1;One year;1;Credit card (automatic);964;491105;0;153;188500;15;42;96;Bronze;47;Urban;34;0
1784-BXEFA;Female;0;0;0;10;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;1;Mailed check;2055;18735;0;47;88507;6;42;59;Bronze;43;Rural;36;0
7351-MHQVU;Female;0;0;0;6;0;No phone service;DSL;1;1;0;1;0;1;Month-to-month;0;Credit card (automatic);5095;3076;0;28;101050;17;45;7;Gold;30;Urban;51;1
9224-VTYID;Male;0;1;1;47;1;1;DSL;1;1;1;1;1;1;Two year;1;Mailed check;905;431835;0;208;215892;12;37;49;Silver;35;Suburban;5;0
9500-IWPXQ;Female;0;1;1;61;1;1;DSL;1;1;1;1;0;1;One year;1;Electronic check;794;482055;0;198;218907;12;44;99;Gold;38;Urban;20;0
5762-TJXGK;Female;0;0;0;52;0;No phone service;DSL;1;1;1;0;1;1;Two year;1;Bank transfer (automatic);5875;303855;0;160;180153;24;48;39;Silver;51;Urban;57;1
4504-YOULA;Female;0;1;1;35;1;1;DSL;1;1;0;0;0;0;Month-to-month;1;Credit card (automatic);5945;21369;0;153;93587;12;30;59;Bronze;26;Urban;44;1
5569-IDSEY;Male;0;1;0;71;1;1;Fiber optic;0;1;1;0;1;1;One year;1;Bank transfer (automatic);1057;747215;0;387;137732;1;47;11;Bronze;47;Suburban;4;0
4250-FDVOU;Female;0;0;0;6;1;0;DSL;1;1;0;0;0;0;Month-to-month;0;Electronic check;5625;3891;1;34;131921;2;34;14;Bronze;46;Urban;2;1
7284-ZZLOH;Male;0;1;0;45;1;0;DSL;1;0;1;0;0;0;Two year;0;Credit card (automatic);533;229625;0;109;197734;26;39;87;Gold;46;Urban;19;1
5277-ZLOOR;Female;1;0;0;2;1;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;8555;18745;1;5;210104;29;47;3;Gold;36;Urban;29;1
2141-RRYGO;Female;0;0;0;4;1;0;DSL;0;1;0;0;1;1;Month-to-month;1;Bank transfer (automatic);6865;26125;1;23;217912;21;46;31;Bronze;25;Urban;11;1
1777-JYQPJ;Male;0;0;0;2;0;No phone service;DSL;0;0;0;0;0;0;Month-to-month;0;Mailed check;243;3845;0;9;111440;11;48;39;Silver;34;Urban;34;0
6376-GAHQE;Male;0;0;0;4;1;0;Fiber optic;0;0;0;0;1;0;Month-to-month;0;Electronic check;7785;2992;1;22;115183;28;49;97;Gold;29;Urban;31;1
3401-URHDA;Male;0;0;0;51;1;1;DSL;1;0;0;1;0;0;One year;0;Credit card (automatic);599;30436;0;143;176172;2;39;8;Silver;32;Urban;18;0
1599-EAHXY;Male;0;1;1;60;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Credit card (automatic);2395;15064;0;261;213461;25;43;82;Silver;22;Urban;14;1
8631-XVRZL;Male;0;0;0;9;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;1;Mailed check;2015;1637;0;43;194515;23;38;34;Bronze;51;Suburban;9;1
5052-PNLOS;Male;0;0;0;3;1;1;Fiber optic;0;1;1;0;1;1;Month-to-month;1;Bank transfer (automatic);10535;32325;1;14;203183;11;37;85;Gold;20;Urban;56;1
3853-LYGAM;Male;0;0;0;17;1;1;Fiber optic;0;0;1;1;0;1;Month-to-month;1;Bank transfer (automatic);9565;16400;0;61;146299;14;39;99;Silver;22;Urban;25;0
6979-ZNSFF;Female;0;0;0;8;1;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Electronic check;8705;7621;1;16;195503;6;45;35;Gold;51;Urban;5;0
5751-USDBL;Male;0;1;1;46;1;0;DSL;1;0;1;1;1;1;Two year;0;Mailed check;810;384635;0;199;119023;9;40;13;Gold;26;Urban;47;1
5680-LQOGP;Female;0;0;0;68;1;0;DSL;1;1;1;1;1;1;Two year;1;Credit card (automatic);8245;56466;0;204;119941;23;46;14;Gold;41;Suburban;46;1
2386-LAHRK;Male;0;0;0;1;1;0;DSL;0;0;0;0;1;0;Month-to-month;1;Mailed check;535;535;1;3;201677;27;45;76;Platinum;22;Rural;25;1
8189-DUKMV;Female;0;1;0;4;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Bank transfer (automatic);205;7905;0;23;156054;22;30;14;Gold;44;Urban;1;1
6032-IGALN;Female;0;0;0;1;0;No phone service;DSL;0;0;0;0;0;0;Month-to-month;1;Mailed check;251;251;1;3;145363;14;43;26;Bronze;37;Suburban;48;1
9931-DCEZH;Male;0;0;1;28;1;0;DSL;0;1;0;1;0;0;One year;1;Credit card (automatic);544;15166;0;150;141742;3;39;2;Bronze;19;Suburban;47;1
1898-JSNDC;Female;0;0;0;39;1;0;DSL;0;1;0;0;1;0;One year;1;Credit card (automatic);586;22245;0;107;125215;2;39;36;Bronze;40;Suburban;31;0
0315-LVCRK;Male;0;0;0;11;1;0;Fiber optic;0;0;1;0;0;1;Month-to-month;0;Electronic check;848;88875;0;51;127857;11;46;7;Bronze;51;Suburban;2;0
3911-RSNHI;Female;0;1;0;71;0;No phone service;DSL;0;1;1;1;1;1;Two year;1;Credit card (automatic);614;431035;0;419;135476;14;41;86;Bronze;46;Urban;18;0
2410-CIYFZ;Male;0;0;1;2;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;204;429;0;4;239245;18;48;86;Silver;52;Rural;35;1
4248-HCETZ;Male;1;1;0;30;1;0;Fiber optic;0;1;1;0;0;0;Month-to-month;1;Mailed check;7965;236515;1;60;220467;0;44;41;Bronze;47;Rural;19;0
5505-OVWQW;Female;0;0;0;17;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Mailed check;2015;35365;0;63;139768;3;41;61;Silver;20;Urban;29;1
7271-AJDTL;Female;0;1;0;55;1;1;Fiber optic;0;1;1;0;1;0;Month-to-month;1;Credit card (automatic);9445;50731;0;130;183591;11;45;64;Gold;27;Urban;36;0
1867-TJHTS;Female;0;0;0;58;1;1;Fiber optic;1;0;0;0;0;0;Month-to-month;1;Bank transfer (automatic);798;452685;0;289;126229;25;31;75;Gold;51;Suburban;44;1
0516-WJVXC;Female;0;0;0;5;1;0;DSL;1;0;0;1;0;0;Month-to-month;0;Electronic check;542;30825;1;28;237711;16;31;52;Platinum;18;Urban;19;1
9174-FKWZE;Female;1;0;0;1;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;1;Electronic check;1945;1945;1;3;191706;4;32;51;Bronze;23;Suburban;59;1
6860-YRJZP;Male;1;0;0;9;1;1;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;7405;67845;0;27;142583;24;39;63;Silver;23;Urban;33;1
4429-WYGFR;Male;0;0;0;26;1;0;DSL;0;0;0;1;0;0;Month-to-month;0;Bank transfer (automatic);4915;12373;0;97;239996;21;35;7;Bronze;33;Urban;58;1
2817-LVCPP;Female;0;0;0;50;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;0;Credit card (automatic);194;102395;0;244;206011;16;50;35;Silver;18;Suburban;43;0
5038-ETMLM;Female;0;1;0;72;1;1;Fiber optic;1;1;1;1;1;1;Two year;1;Bank transfer (automatic);11365;818275;0;146;110104;15;41;33;Silver;22;Rural;16;0
5056-FIMPT;Female;0;0;1;43;1;0;Fiber optic;1;1;0;1;1;1;One year;1;Credit card (automatic);1060;45323;0;187;117594;3;43;27;Bronze;42;Urban;41;0
4521-WFJAI;Male;0;0;0;56;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;1;Bank transfer (automatic);2595;144405;0;249;83664;2;36;55;Bronze;44;Suburban;22;0
6569-KTMDU;Female;0;0;0;1;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;191;191;0;4;90528;27;36;36;Gold;43;Urban;40;1
8809-RIHDD;Male;0;1;1;72;1;1;Fiber optic;0;1;1;0;1;1;Two year;1;Electronic check;1034;737265;1;213;239262;3;37;54;Gold;33;Urban;8;0
8809-XKHMD;Male;0;1;0;72;1;1;Fiber optic;1;1;0;1;0;1;Two year;1;Bank transfer (automatic);10055;73251;0;349;208404;8;44;41;Silver;43;Urban;26;0
0396-YCHWO;Male;0;1;0;36;1;1;Fiber optic;0;0;0;0;1;1;Month-to-month;1;Electronic check;954;34742;0;85;112899;27;39;84;Bronze;54;Urban;16;1
0867-LDTTC;Male;0;0;0;5;1;0;DSL;0;0;1;1;1;1;Month-to-month;0;Bank transfer (automatic);7515;39265;0;13;150979;9;40;7;Silver;45;Urban;40;0
4822-NGOCH;Female;0;0;0;13;1;1;Fiber optic;0;1;1;0;0;0;Month-to-month;1;Electronic check;8445;10586;1;71;97241;2;42;57;Bronze;45;Suburban;45;0
9391-DXGGG;Female;1;0;0;44;1;0;Fiber optic;0;1;1;0;0;1;One year;0;Credit card (automatic);8915;399075;0;218;126211;16;45;58;Platinum;47;Suburban;16;0
9844-FELAJ;Female;1;1;1;70;1;1;Fiber optic;0;1;1;1;1;1;One year;1;Electronic check;1079;747585;0;143;143472;18;32;38;Gold;30;Urban;48;1
2122-SZZZD;Male;0;0;0;44;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Credit card (automatic);195;8355;0;131;111346;12;46;42;Bronze;42;Suburban;1;0
5307-DZCVC;Female;1;1;0;32;1;1;Fiber optic;0;0;0;0;1;0;Month-to-month;1;Credit card (automatic);8595;26286;1;91;161196;9;41;8;Bronze;36;Rural;57;1
3148-AOIQT;Female;0;1;0;69;1;1;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;1;Credit card (automatic);2495;171835;0;212;184451;1;43;28;Silver;30;Urban;58;1
8679-JOEVF;Female;1;0;0;16;1;0;DSL;0;0;0;1;1;0;Month-to-month;0;Electronic check;594;10239;1;47;182908;22;37;87;Bronze;28;Urban;14;1
8395-ETZKQ;Male;1;1;1;68;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;0;Bank transfer (automatic);195;119355;0;153;229014;22;38;9;Platinum;40;Suburban;10;1
6692-YQHXC;Male;0;0;0;16;1;0;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Credit card (automatic);6995;12055;0;61;129167;2;35;65;Gold;31;Suburban;53;1
3889-VWBID;Male;0;1;1;68;1;0;DSL;1;1;0;1;1;1;Two year;0;Bank transfer (automatic);8285;577645;0;335;116373;19;50;77;Bronze;27;Rural;56;1
5222-JCXZT;Male;0;0;0;4;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Mailed check;190;789;0;17;147143;7;40;61;Bronze;51;Urban;36;0
9754-CLVZW;Female;0;1;1;26;0;No phone service;DSL;1;1;0;1;0;0;Month-to-month;0;Credit card (automatic);3885;102515;0;121;200623;1;50;53;Gold;40;Suburban;40;0
1432-FPAXX;Female;0;0;0;29;0;No phone service;DSL;0;1;0;0;0;0;Month-to-month;1;Electronic check;306;85635;1;67;190013;24;40;97;Silver;38;Suburban;8;1
2739-CCZMB;Male;0;0;1;5;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Credit card (automatic);2035;1220;0;29;82016;15;34;28;Silver;37;Suburban;13;1
7080-TNUWP;Male;0;1;0;70;1;1;Fiber optic;0;1;1;0;1;0;One year;1;Bank transfer (automatic);950;66029;0;374;149110;9;40;15;Bronze;49;Urban;7;0
0496-AHOOK;Male;0;1;0;24;1;0;DSL;1;0;0;1;1;1;One year;0;Bank transfer (automatic);744;17129;0;125;87274;3;31;29;Bronze;31;Urban;42;1
8336-TAVKX;Female;1;1;0;72;1;1;DSL;1;1;1;1;0;1;Two year;0;Bank transfer (automatic);7845;568225;0;381;95748;2;48;61;Silver;41;Urban;11;0
2468-SJFLM;Male;0;0;0;1;1;0;Fiber optic;0;0;0;1;0;0;Month-to-month;1;Mailed check;743;743;0;5;231247;1;46;19;Silver;35;Urban;6;0
3181-VTHOE;Male;0;1;0;70;0;No phone service;DSL;0;1;1;1;0;1;One year;1;Bank transfer (automatic);5105;363515;0;292;91826;24;45;91;Bronze;47;Urban;2;1
7168-HDQHG;Female;0;1;1;36;1;0;0;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;0;Bank transfer (automatic);192;7029;0;100;163008;28;42;41;Bronze;45;Suburban;25;1
4803-AXVYP;Female;1;0;0;38;1;1;Fiber optic;0;0;0;1;1;1;Month-to-month;1;Electronic check;9955;373425;1;169;209288;27;42;85;Silver;31;Urban;2;1
3884-HCSWG;Female;0;0;0;17;1;0;Fiber optic;0;0;0;0;0;0;Month-to-month;1;Electronic check;700;11445;1;84;245201;28;50;25;Gold;38;Urban;45;1
4567-AKPIA;Female;0;1;1;41;1;1;Fiber optic;0;1;1;1;1;1;One year;1;Bank transfer (automatic);1091;445425;0;203;234562;27;36;31;Bronze;51;Urban;3;1
5077-DXTCG;Female;0;0;0;1;1;0;DSL;0;0;0;0;0;0;Month-to-month;1;Electronic check;453;453;1;4;185623;16;46;6;Gold;22;Urban;56;1
1142-WACZW;Male;0;0;0;2;0;No phone service;DSL;0;0;0;1;0;0;Month-to-month;0;Bank transfer (automatic);2985;756;1;4;219592;7;42;26;Bronze;48;Urban;59;1
7901-HXJVA;Male;0;0;0;14;1;0;Fiber optic;0;0;1;0;0;0;Month-to-month;0;Electronic check;7645;111755;0;48;163106;24;50;49;Bronze;20;Urban;31;1
5649-ANRML;Male;1;0;0;2;1;0;Fiber optic;0;1;1;1;0;1;Month-to-month;1;Credit card (automatic);951;18025;1;11;230870;6;47;95;Gold;40;Suburban;45;0
